run,m,SI,Eff,runtime_sec,best_seq_prefix,pop_size,generations,pc,pm,tour_k,elite,seed
1,13,252.33844793786838,0.7848461538461539,0.34429216384887695,2 3 5 4 6 7 9 8 10 11,100,200,0.8,0.05,3,2,1001
2,13,240.14066390667463,0.7848461538461539,0.3338298797607422,2 3 5 4 6 8 7 9 10 11,100,200,0.8,0.05,3,2,1002
3,13,247.54657681395574,0.7848461538461539,0.34839415550231934,2 3 4 5 6 8 7 9 10 11,100,200,0.8,0.05,3,2,1003
4,13,252.33844793786838,0.7848461538461539,0.34810590744018555,2 3 5 4 6 9 7 8 10 11,100,200,0.8,0.05,3,2,1004
5,13,247.54657681395574,0.7848461538461539,0.35276198387145996,3 4 2 5 6 8 7 9 10 11,100,200,0.8,0.05,3,2,1005
6,13,247.69475631852262,0.7848461538461539,0.33708739280700684,3 4 2 5 6 9 7 10 11 8,100,200,0.8,0.05,3,2,1006
7,13,247.54657681395574,0.7848461538461539,0.3539090156555176,3 4 2 5 6 9 7 8 10 11,100,200,0.8,0.05,3,2,1007
8,13,247.54657681395574,0.7848461538461539,0.3517448902130127,3 4 2 5 6 7 9 11 1 12,100,200,0.8,0.05,3,2,1008
9,13,247.69475631852262,0.7848461538461539,0.3465592861175537,3 4 2 5 6 9 7 10 11 12,100,200,0.8,0.05,3,2,1009
10,13,252.33844793786838,0.7848461538461539,0.3527979850769043,2 3 5 4 6 7 9 8 11 10,100,200,0.8,0.05,3,2,1010
