run,m,SI,Eff,runtime_sec,best_seq_prefix,pop_size,generations,pc,pm,tour_k,elite,seed
1,7,43.0597591393967,0.8252857142857143,0.30507493019104004,2 5 1 3 4 6 8 9 10 11,100,200,0.8,0.05,3,2,1001
2,7,43.0597591393967,0.8252857142857143,0.30735278129577637,1 3 2 5 4 6 8 9 11 10,100,200,0.8,0.05,3,2,1002
3,7,41.35041889578802,0.8252857142857143,0.30631494522094727,2 5 1 3 4 6 8 9 10 7,100,200,0.8,0.05,3,2,1003
4,7,65.68648480253975,0.8252857142857143,0.3015451431274414,2 5 1 3 4 6 8 9 10 11,100,200,0.8,0.05,3,2,1004
5,7,48.10553873664505,0.8252857142857143,0.31196069717407227,2 5 1 3 4 10 14 8 9 13,100,200,0.8,0.05,3,2,1005
6,7,41.35041889578802,0.8252857142857143,0.3068537712097168,1 3 2 5 4 6 8 9 10 7,100,200,0.8,0.05,3,2,1006
7,7,57.126426209142224,0.8252857142857143,0.3100440502166748,2 1 5 4 3 8 7 9 6 12,100,200,0.8,0.05,3,2,1007
8,7,65.68648480253975,0.8252857142857143,0.303541898727417,1 3 2 5 4 6 8 9 10 11,100,200,0.8,0.05,3,2,1008
9,7,43.0597591393967,0.8252857142857143,0.31387901306152344,2 5 1 3 4 6 8 9 10 11,100,200,0.8,0.05,3,2,1009
10,7,65.68648480253975,0.8252857142857143,0.31053996086120605,2 5 1 3 4 6 8 9 10 11,100,200,0.8,0.05,3,2,1010
