run,m,SI,Eff,runtime_sec,best_seq_prefix,pop_size,generations,pc,pm,tour_k,elite,seed
1,4,104.95117912629662,0.74475,0.27248191833496094,2 6 7 11 1 16 3 5 8 10,100,200,0.8,0.05,3,2,1001
2,3,5.887840577551898,0.993,0.27701807022094727,1 2 3 6 7 12 5 8 13 11,100,200,0.8,0.05,3,2,1002
3,4,121.55965613640078,0.74475,0.2740631103515625,1 2 6 7 11 16 3 5 8 10,100,200,0.8,0.05,3,2,1003
4,3,5.887840577551898,0.993,0.27253031730651855,3 1 2 6 7 12 5 8 10 11,100,200,0.8,0.05,3,2,1004
5,3,5.887840577551898,0.993,0.27768492698669434,2 6 7 12 3 1 5 8 10 13,100,200,0.8,0.05,3,2,1005
6,3,5.887840577551898,0.993,0.2736968994140625,2 6 7 12 3 1 5 8 10 13,100,200,0.8,0.05,3,2,1006
7,3,5.887840577551898,0.993,0.2754402160644531,2 6 7 12 1 3 5 8 10 9,100,200,0.8,0.05,3,2,1007
8,4,111.88945437350206,0.74475,0.27878499031066895,1 2 6 7 11 16 3 5 8 10,100,200,0.8,0.05,3,2,1008
9,4,104.95117912629662,0.74475,0.2702767848968506,2 6 1 7 11 16 3 5 8 10,100,200,0.8,0.05,3,2,1009
10,4,142.98513908794857,0.74475,0.26970791816711426,1 5 2 6 7 11 3 16 19 4,100,200,0.8,0.05,3,2,1010
