run,m,SI,Eff,runtime_sec,best_seq_prefix,pop_size,generations,pc,pm,tour_k,elite,seed
1,11,150.9897648548043,0.8687272727272727,0.3396589756011963,2 3 6 7 1 4 9 5 11 10,100,200,0.8,0.05,3,2,1001
2,11,150.11056531164562,0.8687272727272727,0.34081196784973145,2 3 1 5 7 6 10 11 4 8,100,200,0.8,0.05,3,2,1002
3,11,150.9897648548043,0.8687272727272727,0.3420400619506836,2 3 1 7 6 4 9 5 10 11,100,200,0.8,0.05,3,2,1003
4,11,150.11056531164562,0.8687272727272727,0.34181785583496094,2 3 6 7 5 1 4 8 10 11,100,200,0.8,0.05,3,2,1004
5,11,149.36745416467525,0.8687272727272727,0.354809045791626,1 3 2 5 7 6 4 8 10 11,100,200,0.8,0.05,3,2,1005
6,11,150.9897648548043,0.8687272727272727,0.33969998359680176,2 3 1 7 6 5 4 9 10 11,100,200,0.8,0.05,3,2,1006
7,11,150.11056531164562,0.8687272727272727,0.3363380432128906,2 3 6 7 5 1 4 8 10 11,100,200,0.8,0.05,3,2,1007
8,11,150.9897648548043,0.8687272727272727,0.3393669128417969,1 3 2 7 6 4 9 5 11 10,100,200,0.8,0.05,3,2,1008
9,11,150.9897648548043,0.8687272727272727,0.33562493324279785,2 3 6 7 5 10 11 1 4 9,100,200,0.8,0.05,3,2,1009
10,11,150.11056531164562,0.8687272727272727,0.3491199016571045,2 3 6 7 5 1 4 8 10 11,100,200,0.8,0.05,3,2,1010
