run,m,SI,Eff,runtime_sec,best_seq_prefix,pop_size,generations,pc,pm,tour_k,elite,seed
1,11,181.60371441936172,0.8644545454545455,0.3750948905944824,1 2 4 6 5 3 8 10 9 11,100,200,0.8,0.05,3,2,1001
2,11,180.34386346895502,0.8644545454545455,0.3703279495239258,1 2 4 8 3 9 6 5 10 11,100,200,0.8,0.05,3,2,1002
3,12,214.70386582453517,0.7924166666666667,0.4016900062561035,1 2 6 5 4 10 11 8 14 3,100,200,0.8,0.05,3,2,1003
4,12,220.9888760397983,0.7924166666666667,0.37365174293518066,1 2 4 10 3 8 7 9 5 6,100,200,0.8,0.05,3,2,1004
5,12,214.34648741387545,0.7924166666666667,0.38843488693237305,1 2 4 10 7 5 6 11 8 14,100,200,0.8,0.05,3,2,1005
6,12,212.66425024750478,0.7924166666666667,0.3926889896392822,1 2 4 10 3 14 5 6 11 8,100,200,0.8,0.05,3,2,1006
7,11,176.24260139209971,0.8644545454545455,0.350222110748291,1 2 4 10 7 8 5 6 11 3,100,200,0.8,0.05,3,2,1007
8,12,217.06239502348936,0.7924166666666667,0.3891911506652832,1 2 4 10 14 3 5 6 8 11,100,200,0.8,0.05,3,2,1008
9,12,212.66425024750478,0.7924166666666667,0.3812077045440674,1 2 4 10 14 3 7 9 5 6,100,200,0.8,0.05,3,2,1009
10,11,173.45578425324734,0.8644545454545455,0.3409240245819092,1 2 4 7 8 5 6 11 3 9,100,200,0.8,0.05,3,2,1010
