run,m,SI,Eff,runtime_sec,best_seq_prefix,pop_size,generations,pc,pm,tour_k,elite,seed
1,6,55.992559029451996,0.8818333333333334,0.30943775177001953,1 2 3 4 5 9 11 7 6 8,100,200,0.8,0.05,3,2,1001
2,6,55.992559029451996,0.8818333333333334,0.3268930912017822,2 1 3 4 5 9 11 6 7 8,100,200,0.8,0.05,3,2,1002
3,6,55.992559029451996,0.8818333333333334,0.326521635055542,2 1 3 4 5 9 11 6 7 8,100,200,0.8,0.05,3,2,1003
4,6,55.992559029451996,0.8818333333333334,0.3287539482116699,1 2 3 4 5 9 11 6 7 8,100,200,0.8,0.05,3,2,1004
5,6,55.992559029451996,0.8818333333333334,0.3205382823944092,1 2 3 4 5 9 11 6 7 8,100,200,0.8,0.05,3,2,1005
6,6,55.992559029451996,0.8818333333333334,0.3216567039489746,1 2 3 4 5 9 11 6 7 8,100,200,0.8,0.05,3,2,1006
7,6,55.992559029451996,0.8818333333333334,0.32717299461364746,1 2 3 4 5 9 11 6 7 8,100,200,0.8,0.05,3,2,1007
8,6,55.992559029451996,0.8818333333333334,0.324005126953125,1 2 3 4 5 9 11 6 7 8,100,200,0.8,0.05,3,2,1008
9,6,55.992559029451996,0.8818333333333334,0.32285094261169434,2 1 3 4 5 9 11 6 7 8,100,200,0.8,0.05,3,2,1009
10,6,55.992559029451996,0.8818333333333334,0.323192834854126,1 2 3 4 5 9 11 6 7 8,100,200,0.8,0.05,3,2,1010
