run,m,SI,Eff,runtime_sec,best_seq_prefix,pop_size,generations,pc,pm,tour_k,elite,seed
1,12,189.9653477172438,0.8441666666666666,0.37204575538635254,1 2 4 5 9 7 8 3 6 13,100,200,0.8,0.05,3,2,1001
2,12,189.9653477172438,0.8441666666666666,0.37867188453674316,1 2 5 4 7 8 3 9 6 13,100,200,0.8,0.05,3,2,1002
3,12,189.73885562354732,0.8441666666666666,0.3555490970611572,1 2 3 5 4 8 7 9 6 13,100,200,0.8,0.05,3,2,1003
4,12,189.73885562354732,0.8441666666666666,0.36608362197875977,1 2 3 5 4 8 7 9 6 13,100,200,0.8,0.05,3,2,1004
5,12,190.543520837979,0.8441666666666666,0.36693620681762695,1 2 4 5 3 8 12 6 9 10,100,200,0.8,0.05,3,2,1005
6,12,189.6466011647278,0.8441666666666666,0.3667869567871094,1 2 3 5 4 8 10 15 12 7,100,200,0.8,0.05,3,2,1006
7,12,189.9653477172438,0.8441666666666666,0.3542640209197998,1 2 4 5 9 8 3 7 10 15,100,200,0.8,0.05,3,2,1007
8,12,189.73885562354732,0.8441666666666666,0.3681600093841553,1 2 3 5 4 8 12 7 13 6,100,200,0.8,0.05,3,2,1008
9,12,191.66594202761567,0.8441666666666666,0.3684542179107666,1 2 3 5 4 8 9 7 6 13,100,200,0.8,0.05,3,2,1009
10,12,189.6466011647278,0.8441666666666666,0.3749990463256836,1 2 5 3 4 8 9 14 10 15,100,200,0.8,0.05,3,2,1010
