run,m,SI,Eff,runtime_sec,best_seq_prefix,pop_size,generations,pc,pm,tour_k,elite,seed
1,3,6.928203230275509,0.987,0.29456377029418945,1 2 7 5 4 3 6 10 8 12,100,200,0.8,0.05,3,2,1001
2,3,6.928203230275509,0.987,0.2882378101348877,1 2 4 7 5 3 6 10 12 15,100,200,0.8,0.05,3,2,1002
3,3,6.928203230275509,0.987,0.28220129013061523,2 1 5 7 4 3 6 10 12 8,100,200,0.8,0.05,3,2,1003
4,3,6.928203230275509,0.987,0.2837400436401367,1 4 2 5 7 3 6 10 8 11,100,200,0.8,0.05,3,2,1004
5,3,6.928203230275509,0.987,0.2897679805755615,1 2 7 4 5 3 6 8 11 10,100,200,0.8,0.05,3,2,1005
6,3,6.928203230275509,0.987,0.2903590202331543,2 1 5 7 4 3 6 8 10 11,100,200,0.8,0.05,3,2,1006
7,3,6.928203230275509,0.987,0.28124403953552246,1 4 2 5 7 3 6 10 12 15,100,200,0.8,0.05,3,2,1007
8,3,6.928203230275509,0.987,0.28698277473449707,1 2 5 7 4 3 6 10 12 15,100,200,0.8,0.05,3,2,1008
9,3,6.928203230275509,0.987,0.29599785804748535,2 1 7 5 4 3 6 10 12 8,100,200,0.8,0.05,3,2,1009
10,3,8.660254037844387,0.987,0.2827279567718506,2 1 5 3 7 6 8 4 10 9,100,200,0.8,0.05,3,2,1010
