run,m,SI,Eff,runtime_sec,best_seq_prefix,pop_size,generations,pc,pm,tour_k,elite,seed
1,13,217.88864481303642,0.7983846153846154,0.3695070743560791,1 4 3 2 6 5 7 9 10 13,100,200,0.8,0.05,3,2,1001
2,13,218.08272953876224,0.7983846153846154,0.3639800548553467,1 4 2 3 6 5 7 9 10 13,100,200,0.8,0.05,3,2,1002
3,13,218.08272953876224,0.7983846153846154,0.3695840835571289,1 4 2 3 6 5 7 9 10 13,100,200,0.8,0.05,3,2,1003
4,13,215.9553016429379,0.7983846153846154,0.35129594802856445,1 4 2 3 6 9 10 7 13 14,100,200,0.8,0.05,3,2,1004
5,13,218.08272953876224,0.7983846153846154,0.3711061477661133,1 4 2 3 6 9 10 13 5 7,100,200,0.8,0.05,3,2,1005
6,13,218.08272953876224,0.7983846153846154,0.36127805709838867,1 4 2 5 7 3 6 9 10 13,100,200,0.8,0.05,3,2,1006
7,13,215.9553016429379,0.7983846153846154,0.3714628219604492,1 4 2 3 6 9 10 7 13 14,100,200,0.8,0.05,3,2,1007
8,13,216.30622879469888,0.7983846153846154,0.35668110847473145,1 4 2 3 6 9 10 7 13 14,100,200,0.8,0.05,3,2,1008
9,13,218.08272953876224,0.7983846153846154,0.3762202262878418,1 4 2 3 6 9 10 5 7 13,100,200,0.8,0.05,3,2,1009
10,13,218.08272953876224,0.7983846153846154,0.36547207832336426,1 4 2 3 6 5 7 9 10 13,100,200,0.8,0.05,3,2,1010
