run,m,SI,Eff,runtime_sec,best_seq_prefix,pop_size,generations,pc,pm,tour_k,elite,seed
1,4,12.549900398011133,0.9165,0.2768709659576416,2 3 4 1 9 10 17 13 6 5,100,200,0.8,0.05,3,2,1001
2,4,12.549900398011133,0.9165,0.27422595024108887,2 3 1 4 9 10 13 17 5 6,100,200,0.8,0.05,3,2,1002
3,4,12.549900398011133,0.9165,0.27571988105773926,2 3 1 4 9 10 17 13 5 6,100,200,0.8,0.05,3,2,1003
4,4,12.549900398011133,0.9165,0.27690911293029785,2 1 3 4 9 10 17 13 5 6,100,200,0.8,0.05,3,2,1004
5,4,12.549900398011133,0.9165,0.27861809730529785,1 2 3 4 9 10 17 13 5 6,100,200,0.8,0.05,3,2,1005
6,4,12.549900398011133,0.9165,0.27483510971069336,1 2 3 4 9 10 17 13 5 6,100,200,0.8,0.05,3,2,1006
7,4,12.549900398011133,0.9165,0.2734248638153076,2 3 4 1 9 10 17 5 13 6,100,200,0.8,0.05,3,2,1007
8,4,13.322912594474229,0.9165,0.2730832099914551,1 2 3 4 9 10 13 17 5 6,100,200,0.8,0.05,3,2,1008
9,4,12.549900398011133,0.9165,0.26892900466918945,1 2 3 4 9 10 13 5 17 6,100,200,0.8,0.05,3,2,1009
10,4,12.549900398011133,0.9165,0.2707090377807617,3 2 1 4 9 10 13 17 5 6,100,200,0.8,0.05,3,2,1010
