run,m,SI,Eff,runtime_sec,best_seq_prefix,pop_size,generations,pc,pm,tour_k,elite,seed
1,6,39.82043026722171,0.8563333333333333,0.29931068420410156,1 2 5 8 7 4 6 9 10 11,100,200,0.8,0.05,3,2,1001
2,6,54.35071296680477,0.8563333333333333,0.2998199462890625,1 4 6 5 2 7 3 9 8 10,100,200,0.8,0.05,3,2,1002
3,6,48.38043681765044,0.8563333333333333,0.29689717292785645,1 6 5 4 2 3 8 9 7 10,100,200,0.8,0.05,3,2,1003
4,6,41.52910625894406,0.8563333333333333,0.30107808113098145,2 1 5 4 8 7 6 9 10 11,100,200,0.8,0.05,3,2,1004
5,6,54.35071296680477,0.8563333333333333,0.301023006439209,1 4 6 5 2 7 3 9 8 10,100,200,0.8,0.05,3,2,1005
6,6,42.786290639253444,0.8563333333333333,0.3113536834716797,1 2 5 8 7 13 11 14 4 6,100,200,0.8,0.05,3,2,1006
7,6,54.35071296680477,0.8563333333333333,0.28574085235595703,1 4 6 5 2 7 3 9 8 10,100,200,0.8,0.05,3,2,1007
8,6,48.38043681765044,0.8563333333333333,0.29358434677124023,1 4 6 5 2 3 8 9 7 10,100,200,0.8,0.05,3,2,1008
9,6,54.35071296680477,0.8563333333333333,0.297163724899292,1 4 6 5 2 7 3 9 8 10,100,200,0.8,0.05,3,2,1009
10,6,48.38043681765044,0.8563333333333333,0.29631495475769043,1 4 6 5 2 3 8 9 7 10,100,200,0.8,0.05,3,2,1010
