run,m,SI,Eff,runtime_sec,best_seq_prefix,pop_size,generations,pc,pm,tour_k,elite,seed
1,4,26.23451924468981,0.95875,0.3155670166015625,1 2 3 4 5 7 6 9 8 12,100,200,0.8,0.05,3,2,1001
2,4,26.23451924468981,0.95875,0.31093907356262207,3 1 2 4 6 5 7 8 12 9,100,200,0.8,0.05,3,2,1002
3,4,26.23451924468981,0.95875,0.3143930435180664,1 3 2 4 5 7 6 8 12 13,100,200,0.8,0.05,3,2,1003
4,4,26.23451924468981,0.95875,0.30942702293395996,2 1 3 4 5 6 7 8 12 13,100,200,0.8,0.05,3,2,1004
5,4,26.23451924468981,0.95875,0.3126258850097656,3 1 2 4 5 6 7 8 12 13,100,200,0.8,0.05,3,2,1005
6,4,26.23451924468981,0.95875,0.31316113471984863,1 3 2 4 5 6 7 8 12 13,100,200,0.8,0.05,3,2,1006
7,4,26.23451924468981,0.95875,0.3172919750213623,3 1 2 4 7 6 5 8 12 13,100,200,0.8,0.05,3,2,1007
8,4,26.23451924468981,0.95875,0.31577491760253906,3 1 2 4 5 6 7 8 12 13,100,200,0.8,0.05,3,2,1008
9,4,26.23451924468981,0.95875,0.3083658218383789,3 2 1 4 6 7 5 8 9 12,100,200,0.8,0.05,3,2,1009
10,4,26.23451924468981,0.95875,0.31030869483947754,1 2 3 4 6 5 7 8 12 9,100,200,0.8,0.05,3,2,1010
