run,m,SI,Eff,runtime_sec,best_seq_prefix,pop_size,generations,pc,pm,tour_k,elite,seed
1,6,39.47361988298852,0.8401666666666666,0.29781007766723633,4 7 2 5 1 6 8 12 9 17,100,200,0.8,0.05,3,2,1001
2,6,63.66448512841886,0.8401666666666666,0.30054187774658203,4 1 2 7 3 5 6 8 12 13,100,200,0.8,0.05,3,2,1002
3,6,64.06377031260857,0.8401666666666666,0.30215001106262207,4 7 9 2 1 5 6 8 15 12,100,200,0.8,0.05,3,2,1003
4,6,62.11414224366836,0.8401666666666666,0.29476308822631836,1 2 4 7 5 6 8 12 9 17,100,200,0.8,0.05,3,2,1004
5,6,53.76957008073123,0.8401666666666666,0.3643820285797119,2 4 7 9 1 5 6 8 12 10,100,200,0.8,0.05,3,2,1005
6,6,30.383657888191582,0.8401666666666666,0.308211088180542,4 2 7 9 1 5 6 8 12 17,100,200,0.8,0.05,3,2,1006
7,6,63.66448512841886,0.8401666666666666,0.3042309284210205,1 4 2 7 3 5 6 8 12 13,100,200,0.8,0.05,3,2,1007
8,6,55.70607387589496,0.8401666666666666,0.30020999908447266,3 1 4 2 6 7 5 10 8 13,100,200,0.8,0.05,3,2,1008
9,6,62.11414224366836,0.8401666666666666,0.29996705055236816,4 7 1 2 5 6 8 12 9 17,100,200,0.8,0.05,3,2,1009
10,6,62.11414224366836,0.8401666666666666,0.29845690727233887,4 1 2 7 5 6 8 12 9 17,100,200,0.8,0.05,3,2,1010
