run,m,SI,Eff,runtime_sec,best_seq_prefix,pop_size,generations,pc,pm,tour_k,elite,seed
1,11,191.59355654377032,0.8622727272727273,0.3180830478668213,2 3 1 5 8 4 9 6 7 10,100,200,0.8,0.05,3,2,1001
2,11,191.59355654377032,0.8622727272727273,0.3329329490661621,2 3 1 5 8 4 9 6 7 10,100,200,0.8,0.05,3,2,1002
3,11,191.9803493731964,0.8622727272727273,0.3216280937194824,2 3 1 5 8 4 9 6 7 10,100,200,0.8,0.05,3,2,1003
4,11,192.1268520346057,0.8622727272727273,0.31450796127319336,2 3 5 8 1 12 15 4 9 6,100,200,0.8,0.05,3,2,1004
5,11,193.4239338391663,0.8622727272727273,0.31694507598876953,2 3 1 5 8 4 9 6 7 10,100,200,0.8,0.05,3,2,1005
6,11,191.9803493731964,0.8622727272727273,0.3155789375305176,3 2 1 5 8 4 9 6 7 10,100,200,0.8,0.05,3,2,1006
7,11,192.1268520346057,0.8622727272727273,0.3288130760192871,2 3 5 8 12 1 15 4 9 6,100,200,0.8,0.05,3,2,1007
8,11,192.36518301491992,0.8622727272727273,0.3186328411102295,2 3 5 6 8 1 4 12 15 9,100,200,0.8,0.05,3,2,1008
9,11,191.59355654377032,0.8622727272727273,0.3180689811706543,2 3 1 5 8 4 9 6 7 10,100,200,0.8,0.05,3,2,1009
10,11,191.9803493731964,0.8622727272727273,0.3149542808532715,2 3 1 5 8 4 9 6 7 10,100,200,0.8,0.05,3,2,1010
