run,m,SI,Eff,runtime_sec,best_seq_prefix,pop_size,generations,pc,pm,tour_k,elite,seed
1,6,70.15459120162177,0.8376666666666667,0.30677294731140137,1 4 2 3 6 7 5 8 9 12,100,200,0.8,0.05,3,2,1001
2,6,37.03601850451351,0.8376666666666667,0.3056199550628662,2 1 4 7 3 5 6 8 9 13,100,200,0.8,0.05,3,2,1002
3,6,59.752266344744896,0.8376666666666667,0.30994629859924316,2 1 4 7 3 5 6 9 8 12,100,200,0.8,0.05,3,2,1003
4,6,37.03601850451351,0.8376666666666667,0.29950809478759766,1 4 2 3 5 7 6 8 9 13,100,200,0.8,0.05,3,2,1004
5,6,37.03601850451351,0.8376666666666667,0.3145270347595215,1 4 2 3 5 7 6 8 9 13,100,200,0.8,0.05,3,2,1005
6,6,39.30224760324359,0.8376666666666667,0.3028831481933594,1 2 4 3 7 5 6 8 9 12,100,200,0.8,0.05,3,2,1006
7,6,36.71511950137164,0.8376666666666667,0.30296802520751953,1 2 4 7 3 5 6 8 9 13,100,200,0.8,0.05,3,2,1007
8,6,37.03601850451351,0.8376666666666667,0.3088419437408447,1 4 2 3 5 7 6 8 9 13,100,200,0.8,0.05,3,2,1008
9,6,37.03601850451351,0.8376666666666667,0.2995457649230957,1 4 2 3 5 7 6 8 9 13,100,200,0.8,0.05,3,2,1009
10,6,38.33623177448022,0.8376666666666667,0.30482006072998047,1 2 4 7 3 5 11 6 8 10,100,200,0.8,0.05,3,2,1010
