run,m,SI,Eff,runtime_sec,best_seq_prefix,pop_size,generations,pc,pm,tour_k,elite,seed
1,5,170.66341142728865,0.7892,0.3095731735229492,2 1 4 3 5 6 7 9 10 8,100,200,0.8,0.05,3,2,1001
2,5,170.66341142728865,0.7892,0.31008219718933105,2 4 1 3 5 6 7 10 9 8,100,200,0.8,0.05,3,2,1002
3,5,170.66341142728865,0.7892,0.3149077892303467,2 4 1 3 5 6 7 10 9 8,100,200,0.8,0.05,3,2,1003
4,5,170.66341142728865,0.7892,0.3127470016479492,2 4 1 3 5 6 7 9 10 8,100,200,0.8,0.05,3,2,1004
5,5,170.66341142728865,0.7892,0.30271100997924805,2 4 1 3 5 6 7 9 10 8,100,200,0.8,0.05,3,2,1005
6,5,170.66341142728865,0.7892,0.30235791206359863,2 4 1 3 5 6 7 9 10 8,100,200,0.8,0.05,3,2,1006
7,5,170.66341142728865,0.7892,0.30707573890686035,1 3 2 4 5 6 7 10 9 8,100,200,0.8,0.05,3,2,1007
8,5,170.66341142728865,0.7892,0.3111710548400879,2 4 1 3 5 6 7 10 9 8,100,200,0.8,0.05,3,2,1008
9,5,170.66341142728865,0.7892,0.30997729301452637,2 1 3 4 5 6 7 9 10 8,100,200,0.8,0.05,3,2,1009
10,5,170.66341142728865,0.7892,0.30966782569885254,2 4 1 3 5 6 7 10 9 8,100,200,0.8,0.05,3,2,1010
