run,m,SI,Eff,runtime_sec,best_seq_prefix,pop_size,generations,pc,pm,tour_k,elite,seed
1,5,34.51666264284541,0.9526,0.29105496406555176,2 3 5 1 4 7 6 10 12 14,100,200,0.8,0.05,3,2,1001
2,5,41.689327171351664,0.9526,0.2832310199737549,2 3 4 5 6 1 7 11 12 14,100,200,0.8,0.05,3,2,1002
3,5,41.689327171351664,0.9526,0.28690314292907715,2 3 4 5 1 6 7 11 12 14,100,200,0.8,0.05,3,2,1003
4,5,13.091982279242513,0.9526,0.28493380546569824,2 5 1 3 6 4 7 11 12 17,100,200,0.8,0.05,3,2,1004
5,5,12.938315191708694,0.9526,0.2852783203125,2 3 1 5 6 4 7 13 11 12,100,200,0.8,0.05,3,2,1005
6,5,41.689327171351664,0.9526,0.27803492546081543,2 3 4 5 6 1 7 11 12 14,100,200,0.8,0.05,3,2,1006
7,5,41.689327171351664,0.9526,0.28742408752441406,2 3 4 5 1 6 7 11 12 14,100,200,0.8,0.05,3,2,1007
8,5,37.21558813185679,0.9526,0.29163289070129395,2 6 10 1 3 4 5 7 12 11,100,200,0.8,0.05,3,2,1008
9,5,29.53303235362058,0.9526,0.28005027770996094,2 3 1 5 6 4 7 11 12 14,100,200,0.8,0.05,3,2,1009
10,5,12.938315191708694,0.9526,0.29241108894348145,2 5 1 3 6 4 7 13 11 12,100,200,0.8,0.05,3,2,1010
