run,m,SI,Eff,runtime_sec,best_seq_prefix,pop_size,generations,pc,pm,tour_k,elite,seed
1,3,4.654746681256314,0.9943333333333333,0.2757749557495117,2 4 1 5 8 9 11 10 12 3,100,200,0.8,0.05,3,2,1001
2,3,4.654746681256314,0.9943333333333333,0.27202272415161133,2 4 1 5 8 9 11 10 12 3,100,200,0.8,0.05,3,2,1002
3,3,4.654746681256314,0.9943333333333333,0.27801012992858887,1 2 4 9 5 8 10 15 6 3,100,200,0.8,0.05,3,2,1003
4,3,4.654746681256314,0.9943333333333333,0.2751762866973877,1 2 5 8 4 9 11 10 12 3,100,200,0.8,0.05,3,2,1004
5,3,4.654746681256314,0.9943333333333333,0.27782416343688965,2 1 5 8 4 9 11 10 12 3,100,200,0.8,0.05,3,2,1005
6,3,4.654746681256314,0.9943333333333333,0.2730739116668701,1 2 4 9 5 8 10 15 3 12,100,200,0.8,0.05,3,2,1006
7,3,4.654746681256314,0.9943333333333333,0.27836084365844727,1 2 5 8 4 9 11 13 12 10,100,200,0.8,0.05,3,2,1007
8,3,4.654746681256314,0.9943333333333333,0.276961088180542,1 2 4 9 5 8 10 3 12 14,100,200,0.8,0.05,3,2,1008
9,3,4.654746681256314,0.9943333333333333,0.27770280838012695,1 2 5 8 4 9 11 13 3 12,100,200,0.8,0.05,3,2,1009
10,3,4.654746681256314,0.9943333333333333,0.27115893363952637,1 2 5 8 4 9 11 10 12 3,100,200,0.8,0.05,3,2,1010
