run,m,SI,Eff,runtime_sec,best_seq_prefix,pop_size,generations,pc,pm,tour_k,elite,seed
1,12,181.66773699990503,0.7998333333333333,0.3665289878845215,1 3 2 4 8 5 7 6 11 10,100,200,0.8,0.05,3,2,1001
2,12,181.66773699990503,0.7998333333333333,0.35213398933410645,3 1 2 4 7 8 5 11 6 9,100,200,0.8,0.05,3,2,1002
3,12,181.66773699990503,0.7998333333333333,0.35690879821777344,3 1 2 4 8 5 11 6 7 10,100,200,0.8,0.05,3,2,1003
4,12,181.66773699990503,0.7998333333333333,0.37278103828430176,1 3 2 4 7 5 8 6 11 9,100,200,0.8,0.05,3,2,1004
5,12,181.66773699990503,0.7998333333333333,0.3508570194244385,3 1 2 4 5 8 6 11 7 10,100,200,0.8,0.05,3,2,1005
6,12,181.66773699990503,0.7998333333333333,0.36675405502319336,3 1 2 4 7 8 5 6 11 10,100,200,0.8,0.05,3,2,1006
7,12,181.66773699990503,0.7998333333333333,0.35747194290161133,1 3 2 4 8 5 7 6 11 9,100,200,0.8,0.05,3,2,1007
8,12,181.66773699990503,0.7998333333333333,0.3555588722229004,3 1 2 4 5 8 7 6 11 10,100,200,0.8,0.05,3,2,1008
9,12,181.66773699990503,0.7998333333333333,0.36402320861816406,1 3 2 4 5 8 11 6 7 10,100,200,0.8,0.05,3,2,1009
10,12,181.66773699990503,0.7998333333333333,0.3599569797515869,3 1 2 4 5 8 11 6 7 9,100,200,0.8,0.05,3,2,1010
