run,m,SI,Eff,runtime_sec,best_seq_prefix,pop_size,generations,pc,pm,tour_k,elite,seed
1,5,31.074104975043127,0.9416,0.2776498794555664,1 2 3 4 8 11 5 14 20 6,100,200,0.8,0.05,3,2,1001
2,5,19.733220720399395,0.9416,0.27082109451293945,1 2 3 4 5 8 6 7 9 11,100,200,0.8,0.05,3,2,1002
3,5,45.150858242119824,0.9416,0.29108691215515137,1 2 3 4 5 6 10 15 8 12,100,200,0.8,0.05,3,2,1003
4,5,19.733220720399395,0.9416,0.26502084732055664,1 2 3 4 8 5 6 7 9 11,100,200,0.8,0.05,3,2,1004
5,5,31.074104975043127,0.9416,0.2764699459075928,3 1 2 4 8 11 5 14 20 6,100,200,0.8,0.05,3,2,1005
6,5,19.733220720399395,0.9416,0.2671389579772949,1 2 3 4 8 5 7 6 9 11,100,200,0.8,0.05,3,2,1006
7,5,31.074104975043127,0.9416,0.27712321281433105,1 2 3 4 8 11 14 5 20 6,100,200,0.8,0.05,3,2,1007
8,5,19.733220720399395,0.9416,0.2695789337158203,1 2 3 4 5 8 6 7 9 11,100,200,0.8,0.05,3,2,1008
9,5,19.733220720399395,0.9416,0.27349400520324707,1 2 3 4 5 7 6 8 9 11,100,200,0.8,0.05,3,2,1009
10,5,19.733220720399395,0.9416,0.28234291076660156,1 2 3 4 8 5 7 6 9 11,100,200,0.8,0.05,3,2,1010
