run,m,SI,Eff,runtime_sec,best_seq_prefix,pop_size,generations,pc,pm,tour_k,elite,seed
1,25,91.0276880954361,0.90892,2.2177085876464844,7 20 10 9 11 6 28 3 17 40,100,200,0.8,0.05,3,2,1001
2,25,88.70558043325121,0.90892,2.2342841625213623,1 7 10 9 11 6 12 13 14 15,100,200,0.8,0.05,3,2,1002
3,25,92.22082194385388,0.90892,2.2398431301116943,8 21 16 7 10 9 14 4 18 20,100,200,0.8,0.05,3,2,1003
4,25,85.54881647340306,0.90892,2.227476119995117,1 7 10 9 11 6 12 13 14 15,100,200,0.8,0.05,3,2,1004
5,25,83.87156848420089,0.90892,2.27825927734375,1 7 10 9 11 6 12 13 14 15,100,200,0.8,0.05,3,2,1005
6,25,97.89157267099145,0.90892,2.319471836090088,8 21 7 10 6 9 11 12 13 14,100,200,0.8,0.05,3,2,1006
7,25,86.58660404473662,0.90892,2.265176773071289,1 7 10 9 11 6 12 13 14 15,100,200,0.8,0.05,3,2,1007
8,25,83.32610635329122,0.90892,2.18400502204895,1 7 10 9 11 6 12 13 14 15,100,200,0.8,0.05,3,2,1008
9,25,86.91490090887753,0.90892,2.1927077770233154,8 21 7 10 9 11 6 12 13 14,100,200,0.8,0.05,3,2,1009
10,25,86.9165116649305,0.90892,2.2392020225524902,9 8 4 5 7 11 3 1 2 21,100,200,0.8,0.05,3,2,1010
