run,m,SI,Eff,runtime_sec,best_seq_prefix,pop_size,generations,pc,pm,tour_k,elite,seed
1,64,276.2928982529229,0.772078125,2.40694522857666,7 12 14 8 21 9 19 22 15 10,100,200,0.8,0.05,3,2,1001
2,63,266.09617547641415,0.7843333333333333,2.4129960536956787,7 15 10 20 9 17 8 22 11 21,100,200,0.8,0.05,3,2,1002
3,63,264.7346080481596,0.7843333333333333,2.4250481128692627,5 6 13 10 1 7 15 25 24 9,100,200,0.8,0.05,3,2,1003
4,65,282.19305993755955,0.7602,2.460726022720337,5 4 6 2 3 1 9 13 19 10,100,200,0.8,0.05,3,2,1004
5,64,268.71467791134893,0.772078125,2.4607491493225098,7 14 28 8 21 30 6 13 27 10,100,200,0.8,0.05,3,2,1005
6,63,261.0307711593855,0.7843333333333333,2.449760913848877,9 19 18 7 8 14 15 21 10 20,100,200,0.8,0.05,3,2,1006
7,64,266.7840594469617,0.772078125,2.4485666751861572,9 19 18 11 33 8 21 17 22 32,100,200,0.8,0.05,3,2,1007
8,64,258.62820201014426,0.772078125,2.477494955062866,9 19 10 20 18 6 13 33 39 49,100,200,0.8,0.05,3,2,1008
9,64,269.5356249644933,0.772078125,2.4712531566619873,2 8 3 6 13 27 38 47 10 21,100,200,0.8,0.05,3,2,1009
10,64,282.6116759353725,0.772078125,2.3669610023498535,7 12 14 6 13 10 16 20 9 17,100,200,0.8,0.05,3,2,1010
