run,m,SI,Eff,runtime_sec,best_seq_prefix,pop_size,generations,pc,pm,tour_k,elite,seed
1,26,105.1661688801255,0.898,2.1000750064849854,5 9 19 27 33 46 56 64 69 1,100,200,0.8,0.05,3,2,1001
2,26,109.29951791011987,0.898,2.0855648517608643,5 9 11 1 10 6 13 8 12 20,100,200,0.8,0.05,3,2,1002
3,26,103.1831828873738,0.898,2.078096866607666,1 5 2 6 4 7 3 9 19 27,100,200,0.8,0.05,3,2,1003
4,25,70.89795483651133,0.93392,2.079521894454956,5 9 18 26 1 8 20 28 19 27,100,200,0.8,0.05,3,2,1004
5,26,96.02002996170202,0.898,2.0676379203796387,3 4 6 1 2 5 12 23 29 9,100,200,0.8,0.05,3,2,1005
6,26,107.75435026020992,0.898,2.076892852783203,1 8 5 12 10 9 11 6 13 20,100,200,0.8,0.05,3,2,1006
7,26,101.6672551475192,0.898,2.0896658897399902,5 12 9 11 1 8 10 6 13 23,100,200,0.8,0.05,3,2,1007
8,26,93.09507133942327,0.898,2.077242136001587,5 11 9 1 8 20 28 21 30 2,100,200,0.8,0.05,3,2,1008
9,26,106.06347881557318,0.898,2.0924742221832275,1 10 5 9 11 8 6 13 12 17,100,200,0.8,0.05,3,2,1009
10,25,88.86349081597008,0.93392,2.039478063583374,1 10 16 8 20 5 9 19 17 11,100,200,0.8,0.05,3,2,1010
