run,m,SI,Eff,runtime_sec,best_seq_prefix,pop_size,generations,pc,pm,tour_k,elite,seed
1,25,92.0165202558758,0.91312,2.235508918762207,6 14 26 35 40 45 17 23 31 43,100,200,0.8,0.05,3,2,1001
2,25,102.34861992230282,0.91312,2.238172769546509,2 13 11 8 6 16 14 18 29 15,100,200,0.8,0.05,3,2,1002
3,25,96.78884233216141,0.91312,2.1817119121551514,6 14 26 35 21 28 2 15 17 23,100,200,0.8,0.05,3,2,1003
4,25,93.37108760210518,0.91312,2.2541561126708984,6 14 26 35 40 17 23 31 43 41,100,200,0.8,0.05,3,2,1004
5,25,85.3320572821258,0.91312,2.170665979385376,6 17 23 31 32 14 26 35 21 28,100,200,0.8,0.05,3,2,1005
6,25,86.54987001723342,0.91312,2.1550590991973877,6 14 26 33 42 17 24 34 36 23,100,200,0.8,0.05,3,2,1006
7,25,86.73891860059128,0.91312,2.1803948879241943,2 12 19 13 20 6 17 23 31 38,100,200,0.8,0.05,3,2,1007
8,25,101.28336487301357,0.91312,2.175266981124878,4 2 6 1 3 5 17 23 31 12,100,200,0.8,0.05,3,2,1008
9,25,94.5393039957456,0.91312,2.2074108123779297,6 14 26 35 17 23 32 24 34 31,100,200,0.8,0.05,3,2,1009
10,25,88.85223688799287,0.91312,2.1384856700897217,6 14 21 17 23 2 12 19 13 20,100,200,0.8,0.05,3,2,1010
