run,m,SI,Eff,runtime_sec,best_seq_prefix,pop_size,generations,pc,pm,tour_k,elite,seed
1,22,78.05708866534218,0.9136363636363637,2.2314951419830322,8 17 28 32 38 30 35 40 2 3,100,200,0.8,0.05,3,2,1001
2,22,81.83686655336167,0.9136363636363637,2.16324520111084,2 3 4 5 6 7 15 24 36 41,100,200,0.8,0.05,3,2,1002
3,22,72.93396764446341,0.9136363636363637,2.2943050861358643,8 17 28 32 38 44 2 3 4 5,100,200,0.8,0.05,3,2,1003
4,22,70.53496876147192,0.9136363636363637,2.228945016860962,6 8 10 5 1 9 3 4 17 30,100,200,0.8,0.05,3,2,1004
5,22,85.66053509479889,0.9136363636363637,2.199557065963745,2 3 4 5 6 7 15 24 36 41,100,200,0.8,0.05,3,2,1005
6,22,78.39294959021854,0.9136363636363637,2.1827430725097656,8 17 30 35 28 32 2 3 4 5,100,200,0.8,0.05,3,2,1006
7,22,66.95996089930432,0.9136363636363637,2.1842801570892334,8 17 28 32 38 2 3 4 5 6,100,200,0.8,0.05,3,2,1007
8,22,72.35141513976954,0.9136363636363637,2.1794328689575195,8 17 28 32 38 44 2 3 4 5,100,200,0.8,0.05,3,2,1008
9,22,83.07608779688873,0.9136363636363637,2.182737112045288,8 17 30 28 10 18 21 16 29 20,100,200,0.8,0.05,3,2,1009
10,22,70.15048758983012,0.9136363636363637,2.2025153636932373,8 17 28 32 38 30 35 40 2 3,100,200,0.8,0.05,3,2,1010
