run,m,SI,Eff,runtime_sec,best_seq_prefix,pop_size,generations,pc,pm,tour_k,elite,seed
1,16,45.100582036155586,0.9153125,2.2054500579833984,4 5 7 1 6 3 2 15 18 31,100,200,0.8,0.05,3,2,1001
2,16,40.49922838771129,0.9153125,2.207057237625122,5 1 3 7 6 8 2 10 19 32,100,200,0.8,0.05,3,2,1002
3,16,57.19429604427351,0.9153125,2.2379629611968994,6 5 7 16 13 1 10 3 12 15,100,200,0.8,0.05,3,2,1003
4,16,54.25921580708663,0.9153125,2.1604580879211426,5 9 4 14 8 17 3 12 6 13,100,200,0.8,0.05,3,2,1004
5,16,54.91868989697405,0.9153125,2.1719589233398438,1 3 5 10 19 32 12 23 36 45,100,200,0.8,0.05,3,2,1005
6,16,48.60105451530862,0.9153125,2.236987829208374,8 17 28 2 11 22 6 7 16 21,100,200,0.8,0.05,3,2,1006
7,16,42.29287765097097,0.9153125,2.125176191329956,2 11 22 6 7 16 21 13 24 15,100,200,0.8,0.05,3,2,1007
8,16,52.93451142685649,0.9153125,2.1498007774353027,3 8 6 7 4 2 1 5 16 21,100,200,0.8,0.05,3,2,1008
9,16,47.57559773665487,0.9153125,2.150697946548462,6 15 18 31 1 10 19 3 12 23,100,200,0.8,0.05,3,2,1009
10,16,52.5386762299927,0.9153125,2.128948926925659,2 11 8 22 37 6 7 16 21 33,100,200,0.8,0.05,3,2,1010
