run,m,SI,Eff,runtime_sec,best_seq_prefix,pop_size,generations,pc,pm,tour_k,elite,seed
1,14,35.99503934075996,0.9686428571428571,1.9006237983703613,5 14 22 13 23 30 25 31 3 6,100,200,0.8,0.05,3,2,1001
2,15,41.14365078599613,0.9040666666666667,1.870356798171997,5 13 23 14 25 30 31 45 6 15,100,200,0.8,0.05,3,2,1002
3,14,30.34680496244327,0.9686428571428571,2.012809991836548,6 15 26 35 4 32 47 5 16 28,100,200,0.8,0.05,3,2,1003
4,14,33.89584888195856,0.9686428571428571,1.9238989353179932,3 6 8 5 9 10 14 22 13 23,100,200,0.8,0.05,3,2,1004
5,14,29.70449701404053,0.9686428571428571,1.9346771240234375,5 14 22 13 23 30 25 31 3 6,100,200,0.8,0.05,3,2,1005
6,14,31.05180003984126,0.9686428571428571,1.9330520629882812,3 6 8 5 9 10 14 22 13 23,100,200,0.8,0.05,3,2,1006
7,14,27.850365475929703,0.9686428571428571,1.9124400615692139,3 6 8 5 9 10 14 22 13 23,100,200,0.8,0.05,3,2,1007
8,14,36.389755230205736,0.9686428571428571,1.8819220066070557,5 13 23 30 14 25 31 6 8 9,100,200,0.8,0.05,3,2,1008
9,14,31.33345997948063,0.9686428571428571,1.9257690906524658,6 5 13 23 30 14 25 31 3 8,100,200,0.8,0.05,3,2,1009
10,14,36.37993952716249,0.9686428571428571,1.9163689613342285,5 13 14 16 6 15 4 11 18 12,100,200,0.8,0.05,3,2,1010
