run,m,SI,Eff,runtime_sec,best_seq_prefix,pop_size,generations,pc,pm,tour_k,elite,seed
1,22,67.1308085348706,0.921,2.0709941387176514,8 16 27 31 35 40 51 58 75 79,100,200,0.8,0.05,3,2,1001
2,22,70.11613742408181,0.921,2.066699981689453,3 18 12 4 13 8 16 27 35 40,100,200,0.8,0.05,3,2,1002
3,22,78.13624464531634,0.921,2.124692916870117,3 18 28 33 38 50 1 6 10 2,100,200,0.8,0.05,3,2,1003
4,22,86.50801329146546,0.921,2.0801310539245605,8 16 6 10 2 11 3 12 5 20,100,200,0.8,0.05,3,2,1004
5,22,84.20861540894084,0.921,2.1351077556610107,3 18 28 4 13 25 12 26 8 16,100,200,0.8,0.05,3,2,1005
6,22,90.56539575958861,0.921,2.1494619846343994,3 18 28 33 2 11 22 8 16 23,100,200,0.8,0.05,3,2,1006
7,22,84.72093226373494,0.921,2.051970958709717,3 8 4 1 6 2 5 9 7 18,100,200,0.8,0.05,3,2,1007
8,22,85.17628778010932,0.921,2.0691750049591064,8 16 27 35 40 51 58 6 2 11,100,200,0.8,0.05,3,2,1008
9,22,82.63556355248244,0.921,2.0783092975616455,8 16 27 35 40 4 13 25 32 39,100,200,0.8,0.05,3,2,1009
10,22,77.39039169866454,0.921,1.9988768100738525,2 11 22 3 18 28 30 8 16 23,100,200,0.8,0.05,3,2,1010
