run,m,SI,Eff,runtime_sec,best_seq_prefix,pop_size,generations,pc,pm,tour_k,elite,seed
1,15,46.62617290749907,0.9131333333333334,2.073859930038452,3 4 5 6 7 8 18 31 44 51,100,200,0.8,0.05,3,2,1001
2,15,41.50983819128505,0.9131333333333334,2.0897281169891357,12 5 2 1 6 10 8 11 13 9,100,200,0.8,0.05,3,2,1002
3,15,48.20650025325077,0.9131333333333334,2.2195069789886475,3 4 5 6 7 8 13 18 31 44,100,200,0.8,0.05,3,2,1003
4,15,50.82781390800382,0.9131333333333334,2.1320409774780273,3 4 5 6 7 8 13 10 11 9,100,200,0.8,0.05,3,2,1004
5,15,46.467192727772996,0.9131333333333334,2.126781940460205,3 4 5 6 7 8 18 32 31 44,100,200,0.8,0.05,3,2,1005
6,15,38.10686727262336,0.9131333333333334,2.092438220977783,3 4 5 6 7 8 18 31 44 51,100,200,0.8,0.05,3,2,1006
7,15,43.83301647540736,0.9131333333333334,2.118175983428955,3 4 5 6 7 8 18 31 44 51,100,200,0.8,0.05,3,2,1007
8,15,46.28318629192823,0.9131333333333334,2.07537579536438,3 4 5 6 7 8 18 23 42 45,100,200,0.8,0.05,3,2,1008
9,15,44.157294603119276,0.9131333333333334,2.0664360523223877,13 15 10 21 20 14 3 4 5 6,100,200,0.8,0.05,3,2,1009
10,15,44.41396176879518,0.9131333333333334,2.09195876121521,3 4 5 6 7 8 18 31 44 10,100,200,0.8,0.05,3,2,1010
