run,m,SI,Eff,runtime_sec,best_seq_prefix,pop_size,generations,pc,pm,tour_k,elite,seed
1,23,86.31489367174831,0.9116521739130434,2.0652596950531006,1 2 3 4 5 6 14 20 37 31,100,200,0.8,0.05,3,2,1001
2,23,87.20640183919487,0.9116521739130434,2.0573136806488037,1 2 3 4 5 6 14 20 37 47,100,200,0.8,0.05,3,2,1002
3,23,87.14355971613737,0.9116521739130434,2.072007894515991,1 2 3 4 5 6 14 20 37 31,100,200,0.8,0.05,3,2,1003
4,23,90.9945053286186,0.9116521739130434,2.0641353130340576,1 2 3 4 5 6 11 12 9 18,100,200,0.8,0.05,3,2,1004
5,23,84.14480272772025,0.9116521739130434,2.0798370838165283,1 2 3 4 5 6 14 20 37 11,100,200,0.8,0.05,3,2,1005
6,23,80.20164803684577,0.9116521739130434,2.100215196609497,10 16 29 1 2 3 4 5 6 14,100,200,0.8,0.05,3,2,1006
7,23,85.46344247688599,0.9116521739130434,2.0951027870178223,1 2 3 4 5 6 14 20 37 31,100,200,0.8,0.05,3,2,1007
8,23,84.87433165517737,0.9116521739130434,2.089337110519409,1 2 3 4 5 6 14 20 37 47,100,200,0.8,0.05,3,2,1008
9,23,82.21128664711381,0.9116521739130434,2.0544300079345703,12 18 11 32 3 39 52 57 63 9,100,200,0.8,0.05,3,2,1009
10,23,85.44359950079452,0.9116521739130434,2.0631251335144043,1 2 3 4 5 6 14 20 37 12,100,200,0.8,0.05,3,2,1010
