run,m,SI,Eff,runtime_sec,best_seq_prefix,pop_size,generations,pc,pm,tour_k,elite,seed
1,15,33.40059879702758,0.9456,2.0769357681274414,6 18 5 15 16 4 14 17 10 20,100,200,0.8,0.05,3,2,1001
2,15,41.210839997909936,0.9456,2.034821033477783,6 18 5 15 16 4 14 10 30 32,100,200,0.8,0.05,3,2,1002
3,15,38.52185526857882,0.9456,2.04259991645813,6 16 28 36 46 53 61 4 5 1,100,200,0.8,0.05,3,2,1003
4,15,38.601381667845345,0.9456,2.0620431900024414,6 18 20 25 30 21 5 15 27 22,100,200,0.8,0.05,3,2,1004
5,15,36.62148731732961,0.9456,2.038757085800171,6 18 4 10 5 15 30 32 33 20,100,200,0.8,0.05,3,2,1005
6,15,40.01832913386898,0.9456,2.0402708053588867,1 2 4 10 6 18 20 21 5 15,100,200,0.8,0.05,3,2,1006
7,15,40.584069124062296,0.9456,2.034832000732422,6 5 1 2 4 18 20 21 15 22,100,200,0.8,0.05,3,2,1007
8,15,34.057794017424754,0.9456,2.023428201675415,1 3 7 8 4 14 29 6 18 20,100,200,0.8,0.05,3,2,1008
9,15,36.373066958946424,0.9456,1.9755301475524902,6 16 18 5 15 4 10 14 17 8,100,200,0.8,0.05,3,2,1009
10,15,40.78888737552587,0.9456,2.03006911277771,6 18 4 10 17 5 15 9 16 23,100,200,0.8,0.05,3,2,1010
