run,m,SI,Eff,runtime_sec,best_seq_prefix,pop_size,generations,pc,pm,tour_k,elite,seed
1,15,41.9984126684172,0.9274666666666667,2.048646926879883,9 6 4 7 2 8 1 15 19 17,100,200,0.8,0.05,3,2,1001
2,15,41.35053405539845,0.9274666666666667,2.0406441688537598,8 19 32 10 39 48 56 63 72 1,100,200,0.8,0.05,3,2,1002
3,15,31.85697202602072,0.9274666666666667,2.0387940406799316,1 2 3 4 5 14 24 37 8 19,100,200,0.8,0.05,3,2,1003
4,15,40.280681887641045,0.9274666666666667,2.1431899070739746,1 2 3 4 5 14 24 37 8 19,100,200,0.8,0.05,3,2,1004
5,15,40.28481930785673,0.9274666666666667,2.0910818576812744,8 19 32 12 18 30 11 20 33 1,100,200,0.8,0.05,3,2,1005
6,15,34.05681527487071,0.9274666666666667,2.073594808578491,1 2 3 4 5 14 24 37 10 8,100,200,0.8,0.05,3,2,1006
7,15,31.680698645494967,0.9274666666666667,2.125480890274048,1 2 3 4 5 14 24 37 8 19,100,200,0.8,0.05,3,2,1007
8,15,39.67282865303826,0.9274666666666667,2.097209930419922,6 16 7 17 22 12 18 23 1 2,100,200,0.8,0.05,3,2,1008
9,15,29.62093854016108,0.9274666666666667,2.09159517288208,1 2 3 4 5 14 24 37 8 19,100,200,0.8,0.05,3,2,1009
10,15,39.26406329796582,0.9274666666666667,2.102971076965332,1 2 3 4 5 14 24 37 43 8,100,200,0.8,0.05,3,2,1010
