run,m,SI,Eff,runtime_sec,best_seq_prefix,pop_size,generations,pc,pm,tour_k,elite,seed
1,15,45.39897208821657,0.9535333333333333,2.1894540786743164,7 15 13 11 8 14 16 6 12 20,100,200,0.8,0.05,3,2,1001
2,15,31.334751740945176,0.9535333333333333,2.22160005569458,8 7 6 1 2 3 16 23 36 49,100,200,0.8,0.05,3,2,1002
3,15,48.632636504032284,0.9535333333333333,2.1811678409576416,7 6 8 1 2 3 4 5 16 23,100,200,0.8,0.05,3,2,1003
4,15,45.101367311128534,0.9535333333333333,2.1628029346466064,8 16 7 11 22 27 14 23 34 40,100,200,0.8,0.05,3,2,1004
5,15,40.124805295477756,0.9535333333333333,2.166978120803833,6 12 21 31 44 7 13 20 32 46,100,200,0.8,0.05,3,2,1005
6,15,37.57037840284994,0.9535333333333333,2.1550452709198,7 15 8 16 9 10 24 25 23 26,100,200,0.8,0.05,3,2,1006
7,15,34.356949806407435,0.9535333333333333,2.196923017501831,8 16 23 36 49 59 1 2 3 9,100,200,0.8,0.05,3,2,1007
8,15,28.465183411786875,0.9535333333333333,2.193371057510376,8 7 1 2 6 15 5 11 14 10,100,200,0.8,0.05,3,2,1008
9,15,37.5588427226754,0.9535333333333333,2.14650297164917,8 16 23 36 7 15 24 49 59 67,100,200,0.8,0.05,3,2,1009
10,15,36.88540813564808,0.9535333333333333,2.14223313331604,8 16 23 36 49 59 67 33 42 56,100,200,0.8,0.05,3,2,1010
