run,m,SI,Eff,runtime_sec,best_seq_prefix,pop_size,generations,pc,pm,tour_k,elite,seed
1,14,30.8880466940114,0.9589285714285715,1.9285149574279785,1 2 3 4 5 8 15 22 39 34,100,200,0.8,0.05,3,2,1001
2,14,25.29398573348444,0.9589285714285715,1.9541897773742676,5 1 2 3 4 7 8 15 27 37,100,200,0.8,0.05,3,2,1002
3,14,34.447682899476085,0.9589285714285715,1.9368400573730469,5 8 1 2 3 4 15 22 39 27,100,200,0.8,0.05,3,2,1003
4,14,32.239062375589384,0.9589285714285715,1.9438121318817139,5 8 11 7 10 1 2 3 4 15,100,200,0.8,0.05,3,2,1004
5,14,35.133419174016396,0.9589285714285715,1.9115610122680664,1 2 3 4 5 6 8 15 27 11,100,200,0.8,0.05,3,2,1005
6,14,38.02912417758639,0.9589285714285715,2.0038819313049316,5 11 20 30 21 19 38 7 10 18,100,200,0.8,0.05,3,2,1006
7,14,32.21024681681281,0.9589285714285715,1.9382050037384033,7 5 1 2 3 4 6 10 8 15,100,200,0.8,0.05,3,2,1007
8,14,37.71225643891235,0.9589285714285715,1.9403290748596191,5 8 1 2 3 4 15 22 34 45,100,200,0.8,0.05,3,2,1008
9,14,32.072462598666434,0.9589285714285715,1.9474899768829346,1 2 3 4 5 8 15 7 10 18,100,200,0.8,0.05,3,2,1009
10,14,33.07459102435843,0.9589285714285715,1.925732135772705,1 2 3 4 5 8 15 22 34 45,100,200,0.8,0.05,3,2,1010
