run,m,SI,Eff,runtime_sec,best_seq_prefix,pop_size,generations,pc,pm,tour_k,elite,seed
1,14,30.03569305248103,0.9507142857142857,1.9991822242736816,11 18 31 36 43 48 55 44 46 53,100,200,0.8,0.05,3,2,1001
2,14,37.27887184068592,0.9507142857142857,2.014056921005249,11 18 31 36 43 44 1 2 3 4,100,200,0.8,0.05,3,2,1002
3,14,46.78216998570533,0.9507142857142857,2.062542676925659,11 18 31 36 44 43 1 2 3 4,100,200,0.8,0.05,3,2,1003
4,14,34.78300077418771,0.9507142857142857,2.024310827255249,11 18 31 36 1 2 3 4 5 6,100,200,0.8,0.05,3,2,1004
5,14,37.05979723944225,0.9507142857142857,1.9763970375061035,11 18 31 36 43 48 1 2 3 4,100,200,0.8,0.05,3,2,1005
6,14,43.25010322035577,0.9507142857142857,2.0442252159118652,11 1 2 3 4 5 6 8 18 31,100,200,0.8,0.05,3,2,1006
7,14,42.13922502507949,0.9507142857142857,2.068509817123413,8 14 27 7 15 28 34 38 11 16,100,200,0.8,0.05,3,2,1007
8,14,29.720123053004244,0.9507142857142857,1.9970009326934814,8 14 27 17 30 34 38 11 18 31,100,200,0.8,0.05,3,2,1008
9,14,35.33310871447022,0.9507142857142857,2.0159802436828613,11 18 31 36 43 48 44 46 41 47,100,200,0.8,0.05,3,2,1009
10,14,35.530670855312756,0.9507142857142857,2.084152936935425,11 1 2 3 4 5 6 18 31 36,100,200,0.8,0.05,3,2,1010
