run,m,SI,Eff,runtime_sec,best_seq_prefix,pop_size,generations,pc,pm,tour_k,elite,seed
1,265,193.62177680423807,0.8524490566037736,0.7408509254455566,19 28 16 13 12 45 6 1 8 36,100,200,0.8,0.05,3,2,1001
2,264,193.11584880740904,0.8556780303030304,0.747567892074585,2 3 18 14 17 33 10 15 26 8,100,200,0.8,0.05,3,2,1002
3,265,197.02716027693353,0.8524490566037736,0.6814591884613037,16 15 22 10 7 9 35 3 18 36,100,200,0.8,0.05,3,2,1003
4,265,190.74140352547457,0.8524490566037736,0.6930248737335205,15 30 12 23 16 36 10 35 14 20,100,200,0.8,0.05,3,2,1004
5,266,197.98018621907178,0.8492443609022556,0.8217489719390869,14 25 47 41 44 29 52 19 28 51,100,200,0.8,0.05,3,2,1005
6,266,196.29746684234567,0.8492443609022556,0.7109308242797852,8 10 15 3 11 22 17 4 1 13,100,200,0.8,0.05,3,2,1006
7,266,193.17298142307507,0.8492443609022556,0.6719198226928711,12 4 18 3 23 13 17 7 8 6,100,200,0.8,0.05,3,2,1007
8,267,200.4080014400585,0.846063670411985,0.6528778076171875,16 4 14 2 26 19 32 8 15 22,100,200,0.8,0.05,3,2,1008
9,265,195.73305849722792,0.8524490566037736,0.6999111175537109,16 15 1 22 2 17 31 4 13 14,100,200,0.8,0.05,3,2,1009
10,266,197.9914462343131,0.8492443609022556,0.7260980606079102,13 16 11 32 24 15 7 48 30 14,100,200,0.8,0.05,3,2,1010
