run,m,SI,Eff,runtime_sec,best_seq_prefix,pop_size,generations,pc,pm,tour_k,elite,seed
1,146,100.0425252046102,0.9212876712328767,0.7238152027130127,1 15 11 23 16 5 4 14 18 3,100,200,0.8,0.05,3,2,1001
2,145,91.94413596271941,0.9276413793103448,0.7623069286346436,16 11 9 6 13 4 20 45 42 38,100,200,0.8,0.05,3,2,1002
3,145,93.49954821945066,0.9276413793103448,0.6980998516082764,11 9 21 23 26 4 19 10 41 22,100,200,0.8,0.05,3,2,1003
4,146,100.84845541159324,0.9212876712328767,0.6852781772613525,10 33 53 69 95 94 82 88 21 41,100,200,0.8,0.05,3,2,1004
5,146,101.80292538251716,0.9212876712328767,0.7840948104858398,23 26 11 42 7 37 22 24 20 31,100,200,0.8,0.05,3,2,1005
6,146,100.95760672759822,0.9212876712328767,0.7167701721191406,15 5 13 14 11 7 9 42 17 35,100,200,0.8,0.05,3,2,1006
7,146,94.81640514663856,0.9212876712328767,0.7691352367401123,16 45 60 20 31 47 51 18 36 48,100,200,0.8,0.05,3,2,1007
8,146,95.87384690596255,0.9212876712328767,0.7330360412597656,6 4 17 14 9 19 7 20 13 35,100,200,0.8,0.05,3,2,1008
9,145,97.94227715941882,0.9276413793103448,0.7361040115356445,17 20 23 19 22 11 14 9 35 4,100,200,0.8,0.05,3,2,1009
10,147,103.5016513720177,0.9150204081632654,0.6373419761657715,23 11 22 5 4 15 9 12 18 3,100,200,0.8,0.05,3,2,1010
