run,m,SI,Eff,runtime_sec,best_seq_prefix,pop_size,generations,pc,pm,tour_k,elite,seed,max_time_sec
1,260,180.90585099182647,0.86165,0.5011188983917236,17 7 18 12 19 4 14 22 3 2,100,200,0.8,0.05,3,2,1001,0.5
2,263,191.14660031946218,0.8518212927756654,0.5030720233917236,15 21 9 11 16 35 7 5 18 24,100,200,0.8,0.05,3,2,1002,0.5
3,260,184.06895656039006,0.86165,0.508538007736206,16 18 22 6 17 3 5 1 11 15,100,200,0.8,0.05,3,2,1003,0.5
4,263,197.78487180092412,0.8518212927756654,0.5148670673370361,20 34 59 30 58 15 28 63 21 36,100,200,0.8,0.05,3,2,1004,0.5
5,264,190.39781917200244,0.8485946969696969,0.5102810859680176,18 21 14 16 20 6 15 4 12 9,100,200,0.8,0.05,3,2,1005,0.5
6,263,191.87990342504094,0.8518212927756654,0.5090789794921875,7 15 13 19 6 2 18 22 11 23,100,200,0.8,0.05,3,2,1006,0.5
7,260,185.27813811008156,0.86165,0.5053761005401611,16 20 11 18 7 10 32 8 12 15,100,200,0.8,0.05,3,2,1007,0.5
8,264,189.8762655313223,0.8485946969696969,0.5140459537506104,10 12 19 16 25 14 9 2 7 3,100,200,0.8,0.05,3,2,1008,0.5
9,263,190.33750292312706,0.8518212927756654,0.5131828784942627,16 11 5 8 19 2 17 4 21 3,100,200,0.8,0.05,3,2,1009,0.5
10,263,191.27488033693484,0.8518212927756654,0.5118331909179688,22 38 20 31 32 16 25 34 8 37,100,200,0.8,0.05,3,2,1010,0.5
