run,m,SI,Eff,runtime_sec,best_seq_prefix,pop_size,generations,pc,pm,tour_k,elite,seed
1,8,20.254629100529094,0.916,0.7175610065460205,6 2 5 4 7 1 9 15 25 3,100,200,0.8,0.05,3,2,1001
2,8,21.418449990603897,0.916,0.7027430534362793,6 9 19 5 10 20 15 16 2 12,100,200,0.8,0.05,3,2,1002
3,8,16.06237840420901,0.916,0.698767900466919,6 9 19 16 15 5 10 20 2 12,100,200,0.8,0.05,3,2,1003
4,8,16.077935190813527,0.916,0.6996328830718994,1 5 2 7 6 4 9 10 12 8,100,200,0.8,0.05,3,2,1004
5,8,23.46806340540267,0.916,0.7039721012115479,6 9 19 16 15 5 10 20 2 12,100,200,0.8,0.05,3,2,1005
6,8,20.46948949045872,0.916,0.7018933296203613,6 9 19 16 15 5 10 20 2 12,100,200,0.8,0.05,3,2,1006
7,8,19.67866865415443,0.916,0.7055540084838867,6 9 16 15 5 19 10 20 2 12,100,200,0.8,0.05,3,2,1007
8,8,17.592612085759182,0.916,0.7050731182098389,6 9 19 16 2 12 18 15 5 10,100,200,0.8,0.05,3,2,1008
9,8,26.019223662515376,0.916,0.7027289867401123,6 9 16 19 2 12 18 15 5 10,100,200,0.8,0.05,3,2,1009
10,8,21.673716801693242,0.916,0.6983129978179932,2 6 5 7 12 18 22 29 9 16,100,200,0.8,0.05,3,2,1010
