run,m,SI,Eff,runtime_sec,best_seq_prefix,pop_size,generations,pc,pm,tour_k,elite,seed
1,13,69.65850768073985,0.9383076923076923,0.7249047756195068,1 2 8 13 24 7 9 3 6 4,100,200,0.8,0.05,3,2,1001
2,13,59.22252689904148,0.9383076923076923,0.7341470718383789,1 8 2 6 9 5 3 7 4 12,100,200,0.8,0.05,3,2,1002
3,13,73.09372276531212,0.9383076923076923,0.7306640148162842,7 11 1 2 3 4 5 6 10 17,100,200,0.8,0.05,3,2,1003
4,13,75.27539183149175,0.9383076923076923,0.7299909591674805,9 12 1 2 3 4 5 6 10 7,100,200,0.8,0.05,3,2,1004
5,13,52.23615017031199,0.9383076923076923,0.73807692527771,9 12 1 2 3 4 5 6 10 7,100,200,0.8,0.05,3,2,1005
6,13,70.63938757466033,0.9383076923076923,0.7338690757751465,9 12 26 14 23 1 2 3 4 5,100,200,0.8,0.05,3,2,1006
7,14,100.0321376929863,0.8712857142857143,0.7193217277526855,9 12 1 3 2 4 5 6 10 7,100,200,0.8,0.05,3,2,1007
8,14,82.26004063768924,0.8712857142857143,0.7341229915618896,9 12 1 2 3 4 5 6 10 7,100,200,0.8,0.05,3,2,1008
9,13,61.2183984410921,0.9383076923076923,0.7300100326538086,9 12 1 2 3 4 5 6 10 7,100,200,0.8,0.05,3,2,1009
10,13,72.35276827408249,0.9383076923076923,0.829974889755249,9 12 1 2 3 21 27 34 4 5,100,200,0.8,0.05,3,2,1010
