run,m,SI,Eff,runtime_sec,best_seq_prefix,pop_size,generations,pc,pm,tour_k,elite,seed
1,7,17.948338562186116,0.9487142857142857,0.6842210292816162,5 11 14 7 12 15 4 13 22 20,100,200,0.8,0.05,3,2,1001
2,7,11.282097069504157,0.9487142857142857,0.6807959079742432,2 5 6 7 4 3 11 17 25 33,100,200,0.8,0.05,3,2,1002
3,7,17.299876134981844,0.9487142857142857,0.6792581081390381,4 13 22 28 5 11 21 26 1 6,100,200,0.8,0.05,3,2,1003
4,7,12.461368876881636,0.9487142857142857,0.6853382587432861,4 13 22 28 37 38 6 8 5 11,100,200,0.8,0.05,3,2,1004
5,7,13.912994953331529,0.9487142857142857,0.7764139175415039,2 9 16 4 13 22 7 12 15 20,100,200,0.8,0.05,3,2,1005
6,7,15.861003391066676,0.9487142857142857,0.6923160552978516,4 13 22 28 6 5 11 14 7 12,100,200,0.8,0.05,3,2,1006
7,7,18.12259836305411,0.9487142857142857,0.6719748973846436,6 8 5 11 7 12 1 14 15 23,100,200,0.8,0.05,3,2,1007
8,7,14.23275899365364,0.9487142857142857,0.6852600574493408,2 9 7 12 3 10 4 13 6 8,100,200,0.8,0.05,3,2,1008
9,7,16.84382040139011,0.9487142857142857,0.6803178787231445,1 6 8 5 11 14 7 12 15 23,100,200,0.8,0.05,3,2,1009
10,7,23.781745700671944,0.9487142857142857,0.7006690502166748,4 13 22 5 7 6 11 14 12 15,100,200,0.8,0.05,3,2,1010
