run,m,SI,Eff,runtime_sec,best_seq_prefix,pop_size,generations,pc,pm,tour_k,elite,seed
1,27,170.9805057114212,0.8634814814814815,0.843498945236206,7 9 6 11 8 12 5 10 13 2,100,200,0.8,0.05,3,2,1001
2,27,163.58653843013965,0.8634814814814815,0.8377447128295898,6 11 16 7 9 1 2 26 32 4,100,200,0.8,0.05,3,2,1002
3,27,159.03621763145185,0.8634814814814815,0.8304321765899658,6 11 16 1 5 10 15 3 4 7,100,200,0.8,0.05,3,2,1003
4,27,152.32093312039112,0.8634814814814815,0.8274180889129639,6 11 16 26 32 39 7 8 5 4,100,200,0.8,0.05,3,2,1004
5,27,174.53684743088237,0.8634814814814815,0.8234689235687256,6 11 16 2 1 3 5 10 7 9,100,200,0.8,0.05,3,2,1005
6,27,157.11295771349185,0.8634814814814815,0.817781925201416,7 2 6 4 8 5 3 1 9 14,100,200,0.8,0.05,3,2,1006
7,28,176.22064091846417,0.8326428571428571,0.8255679607391357,6 11 7 9 5 10 8 12 13 2,100,200,0.8,0.05,3,2,1007
8,27,168.7932112027855,0.8634814814814815,0.8302068710327148,6 11 16 26 32 39 7 5 2 3,100,200,0.8,0.05,3,2,1008
9,27,166.25270813722994,0.8634814814814815,0.8715798854827881,6 11 16 26 32 39 2 7 9 1,100,200,0.8,0.05,3,2,1009
10,27,168.60714804055718,0.8634814814814815,0.8502011299133301,6 11 16 7 9 1 4 3 2 14,100,200,0.8,0.05,3,2,1010
