run,m,SI,Eff,runtime_sec,best_seq_prefix,pop_size,generations,pc,pm,tour_k,elite,seed
1,8,33.80088756231114,0.9185,0.7250640392303467,4 13 16 9 14 1 2 6 10 7,100,200,0.8,0.05,3,2,1001
2,8,27.64507189355817,0.9185,0.708869218826294,4 13 6 9 10 7 12 3 11 16,100,200,0.8,0.05,3,2,1002
3,8,26.995369973386175,0.9185,0.7112748622894287,3 11 15 7 9 12 4 13 6 16,100,200,0.8,0.05,3,2,1003
4,8,21.02379604162864,0.9185,0.707737922668457,6 9 10 4 13 7 12 3 11 14,100,200,0.8,0.05,3,2,1004
5,8,24.372115213907882,0.9185,0.7144689559936523,4 13 6 9 10 7 12 3 11 19,100,200,0.8,0.05,3,2,1005
6,8,20.006249023742555,0.9185,0.7139227390289307,3 5 9 7 1 6 4 8 2 11,100,200,0.8,0.05,3,2,1006
7,8,27.784887978899608,0.9185,0.7002842426300049,6 9 10 4 13 14 1 2 20 27,100,200,0.8,0.05,3,2,1007
8,8,29.038767191463208,0.9185,0.7240860462188721,4 13 16 24 32 38 9 44 50 34,100,200,0.8,0.05,3,2,1008
9,8,14.352700094407323,0.9185,0.7939400672912598,6 9 10 4 13 7 12 3 11 15,100,200,0.8,0.05,3,2,1009
10,8,30.62270399556512,0.9185,0.7167580127716064,6 9 10 4 13 14 1 2 20 27,100,200,0.8,0.05,3,2,1010
