run,m,SI,Eff,runtime_sec,best_seq_prefix,pop_size,generations,pc,pm,tour_k,elite,seed
1,7,15.991068935949395,0.9604285714285714,0.7153201103210449,1 6 13 3 10 15 9 12 21 2,100,200,0.8,0.05,3,2,1001
2,7,14.933184523068078,0.9604285714285714,0.7073550224304199,2 1 3 5 11 16 20 27 33 39,100,200,0.8,0.05,3,2,1002
3,7,9.942692937888753,0.9604285714285714,0.7064790725708008,2 3 1 5 11 16 20 27 33 39,100,200,0.8,0.05,3,2,1003
4,7,11.92236793354647,0.9604285714285714,0.699246883392334,3 11 16 20 27 33 2 7 14 18,100,200,0.8,0.05,3,2,1004
5,7,11.594333591395904,0.9604285714285714,0.7130029201507568,3 11 16 20 27 31 2 7 14 1,100,200,0.8,0.05,3,2,1005
6,7,16.06682473741645,0.9604285714285714,0.7086830139160156,3 11 16 20 27 33 2 7 14 18,100,200,0.8,0.05,3,2,1006
7,7,23.829753310874683,0.9604285714285714,0.705437183380127,2 7 3 11 16 20 27 35 10 9,100,200,0.8,0.05,3,2,1007
8,7,17.43149858322981,0.9604285714285714,0.7046992778778076,1 6 2 7 3 11 10 9 15 21,100,200,0.8,0.05,3,2,1008
9,7,17.932412792801436,0.9604285714285714,0.7056379318237305,3 10 15 2 7 14 1 6 13 18,100,200,0.8,0.05,3,2,1009
10,7,9.651054716602593,0.9604285714285714,0.7781147956848145,2 7 14 3 10 15 1 6 13 9,100,200,0.8,0.05,3,2,1010
