run,m,SI,Eff,runtime_sec,best_seq_prefix,pop_size,generations,pc,pm,tour_k,elite,seed
1,8,24.19194080680589,0.94975,0.7108891010284424,4 8 1 7 10 16 14 19 18 15,100,200,0.8,0.05,3,2,1001
2,8,23.68543856465402,0.94975,0.7027881145477295,4 8 14 10 11 13 12 1 7 9,100,200,0.8,0.05,3,2,1002
3,8,25.32785028382788,0.94975,0.7060370445251465,4 1 8 14 19 28 20 21 10 16,100,200,0.8,0.05,3,2,1003
4,8,20.85665361461421,0.94975,0.7189271450042725,4 8 14 19 1 7 9 17 18 10,100,200,0.8,0.05,3,2,1004
5,8,26.795522013948524,0.94975,0.7106168270111084,4 8 14 18 19 6 10 16 15 1,100,200,0.8,0.05,3,2,1005
6,8,14.983324063771697,0.94975,0.6992640495300293,4 8 14 18 23 31 19 10 16 26,100,200,0.8,0.05,3,2,1006
7,8,30.54504869860253,0.94975,0.6923682689666748,4 8 14 18 23 26 19 28 10 15,100,200,0.8,0.05,3,2,1007
8,8,31.044323152550774,0.94975,0.7157430648803711,4 8 14 10 1 7 9 18 26 34,100,200,0.8,0.05,3,2,1008
9,8,19.339079605813716,0.94975,0.7100908756256104,4 8 14 19 28 6 10 16 24 15,100,200,0.8,0.05,3,2,1009
10,8,20.54263858417414,0.94975,0.6872823238372803,4 8 10 15 1 7 9 17 25 32,100,200,0.8,0.05,3,2,1010
