run,m,SI,Eff,runtime_sec,best_seq_prefix,pop_size,generations,pc,pm,tour_k,elite,seed
1,7,14.933184523068078,0.9311428571428572,0.6665899753570557,6 3 4 5 8 9 20 26 12 16,100,200,0.8,0.05,3,2,1001
2,7,20.128160798812623,0.9311428571428572,0.6732289791107178,5 6 12 14 16 21 4 3 8 9,100,200,0.8,0.05,3,2,1002
3,7,18.943525090572315,0.9311428571428572,0.6697008609771729,6 12 5 14 16 21 30 27 33 29,100,200,0.8,0.05,3,2,1003
4,7,19.748417658131498,0.9311428571428572,0.6487541198730469,5 14 6 12 16 21 30 7 38 42,100,200,0.8,0.05,3,2,1004
5,7,19.15351515667928,0.9311428571428572,0.651491641998291,6 12 5 14 15 3 8 4 9 7,100,200,0.8,0.05,3,2,1005
6,7,20.18485995563436,0.9311428571428572,0.6593301296234131,5 14 6 12 16 21 30 7 38 42,100,200,0.8,0.05,3,2,1006
7,7,14.721218893633969,0.9311428571428572,0.6641089916229248,5 15 18 19 3 8 4 9 20 17,100,200,0.8,0.05,3,2,1007
8,7,19.978559936663533,0.9311428571428572,0.6622707843780518,6 12 5 14 16 21 30 7 38 42,100,200,0.8,0.05,3,2,1008
9,7,20.248456731316587,0.9311428571428572,0.6624500751495361,6 12 16 5 3 4 8 9 20 15,100,200,0.8,0.05,3,2,1009
10,7,19.324300024284746,0.9311428571428572,0.6500580310821533,5 14 6 12 16 21 30 7 38 42,100,200,0.8,0.05,3,2,1010
