run,m,SI,Eff,runtime_sec,best_seq_prefix,pop_size,generations,pc,pm,tour_k,elite,seed
1,14,76.89185355326755,0.8827857142857143,0.7520551681518555,1 2 3 4 5 7 10 20 9 8,100,200,0.8,0.05,3,2,1001
2,14,72.27279670012184,0.8827857142857143,0.7487528324127197,1 2 3 4 8 23 27 5 9 19,100,200,0.8,0.05,3,2,1002
3,14,79.45573790302551,0.8827857142857143,0.7550930976867676,7 1 2 3 4 5 12 10 20 24,100,200,0.8,0.05,3,2,1003
4,14,86.10915000327036,0.8827857142857143,0.7408359050750732,7 10 20 24 11 1 2 3 4 8,100,200,0.8,0.05,3,2,1004
5,14,83.38165265812378,0.8827857142857143,0.7456598281860352,7 10 5 9 1 13 3 4 2 8,100,200,0.8,0.05,3,2,1005
6,14,71.06485971079015,0.8827857142857143,0.8311808109283447,7 10 20 24 1 2 3 4 8 23,100,200,0.8,0.05,3,2,1006
7,14,72.61493352905153,0.8827857142857143,0.7556378841400146,1 2 3 4 8 23 27 5 9 19,100,200,0.8,0.05,3,2,1007
8,13,63.46955660302516,0.9506923076923077,0.7598769664764404,7 5 1 2 3 4 9 19 8 23,100,200,0.8,0.05,3,2,1008
9,14,93.93576832830277,0.8827857142857143,0.7353410720825195,1 2 3 4 8 23 27 5 9 30,100,200,0.8,0.05,3,2,1009
10,14,73.18713782391782,0.8827857142857143,0.7351949214935303,1 2 3 4 8 23 27 5 9 19,100,200,0.8,0.05,3,2,1010
