run,m,SI,Eff,runtime_sec,best_seq_prefix,pop_size,generations,pc,pm,tour_k,elite,seed
1,8,20.493901531919196,0.95975,0.7083330154418945,7 8 4 9 10 1 3 16 23 35,100,200,0.8,0.05,3,2,1001
2,8,25.83118270617898,0.95975,0.712479829788208,7 3 4 2 1 5 6 15 22 30,100,200,0.8,0.05,3,2,1002
3,8,17.09532099727876,0.95975,0.710625171661377,7 4 2 3 1 5 6 8 9 10,100,200,0.8,0.05,3,2,1003
4,8,16.748134224444225,0.95975,0.6875238418579102,7 8 4 9 10 1 3 16 23 35,100,200,0.8,0.05,3,2,1004
5,8,13.784048752090222,0.95975,0.6989309787750244,7 4 2 3 1 6 5 8 9 10,100,200,0.8,0.05,3,2,1005
6,8,19.525624189766635,0.95975,0.7010760307312012,2 12 18 29 7 14 19 28 11 17,100,200,0.8,0.05,3,2,1006
7,8,20.778594755180148,0.95975,0.767470121383667,7 4 2 3 1 6 5 8 9 10,100,200,0.8,0.05,3,2,1007
8,8,26.664583251946766,0.95975,0.7040331363677979,3 13 7 10 2 12 11 8 14 4,100,200,0.8,0.05,3,2,1008
9,8,17.67766952966369,0.95975,0.6895630359649658,7 8 4 9 10 1 3 16 2 12,100,200,0.8,0.05,3,2,1009
10,8,28.34607556611673,0.95975,0.6972196102142334,1 3 7 8 4 9 2 12 18 29,100,200,0.8,0.05,3,2,1010
