run,m,SI,Eff,runtime_sec,best_seq_prefix,pop_size,generations,pc,pm,tour_k,elite,seed
1,12,62.71097724215966,0.8945,0.6949598789215088,1 4 5 7 3 2 6 12 11 15,100,200,0.8,0.05,3,2,1001
2,12,58.7962583843564,0.8945,0.7242963314056396,7 10 14 3 15 5 16 23 9 4,100,200,0.8,0.05,3,2,1002
3,12,67.41785124628838,0.8945,0.7083473205566406,3 12 18 2 11 17 15 19 23 7,100,200,0.8,0.05,3,2,1003
4,12,49.438514001400435,0.8945,0.6961538791656494,1 4 5 7 14 3 8 9 10 12,100,200,0.8,0.05,3,2,1004
5,12,51.76871642217914,0.8945,0.7234978675842285,3 12 4 8 5 18 7 10 2 11,100,200,0.8,0.05,3,2,1005
6,12,41.93844695900569,0.8945,0.7107808589935303,3 12 18 24 2 15 23 30 19 26,100,200,0.8,0.05,3,2,1006
7,12,62.17046458461338,0.8945,0.7030227184295654,1 4 5 7 3 12 18 24 8 9,100,200,0.8,0.05,3,2,1007
8,12,68.09062588442944,0.8945,0.7047700881958008,1 4 5 7 3 2 6 12 15 14,100,200,0.8,0.05,3,2,1008
9,12,73.01255599780994,0.8945,0.7052328586578369,3 2 1 4 5 7 12 18 24 8,100,200,0.8,0.05,3,2,1009
10,12,52.108860411002404,0.8945,0.6978418827056885,5 3 7 6 2 4 1 15 19 26,100,200,0.8,0.05,3,2,1010
