run,m,SI,Eff,runtime_sec,best_seq_prefix,pop_size,generations,pc,pm,tour_k,elite,seed
1,7,51.38649072053304,0.8512857142857143,0.7004489898681641,5 7 4 8 6 1 2 3 10 16,100,200,0.8,0.05,3,2,1001
2,7,40.15505661094965,0.8512857142857143,0.7045300006866455,5 7 8 6 4 1 2 3 10 15,100,200,0.8,0.05,3,2,1002
3,7,37.39174851678987,0.8512857142857143,0.6998701095581055,8 4 5 7 6 1 2 3 10 16,100,200,0.8,0.05,3,2,1003
4,6,5.01663898109747,0.9931666666666666,0.7082960605621338,5 7 15 6 20 10 16 8 11 17,100,200,0.8,0.05,3,2,1004
5,6,5.582711408148075,0.9931666666666666,0.7153480052947998,6 5 7 15 20 8 25 11 17 30,100,200,0.8,0.05,3,2,1005
6,7,32.46316594014119,0.8512857142857143,0.6764168739318848,5 7 4 6 8 1 2 3 11 10,100,200,0.8,0.05,3,2,1006
7,7,45.591352563522705,0.8512857142857143,0.7001349925994873,5 7 6 8 4 1 2 3 10 16,100,200,0.8,0.05,3,2,1007
8,7,40.8813614534266,0.8512857142857143,0.6807098388671875,5 10 16 1 2 3 7 6 15 20,100,200,0.8,0.05,3,2,1008
9,6,9.046177830074607,0.9931666666666666,0.6964759826660156,5 10 16 23 7 15 6 20 8 25,100,200,0.8,0.05,3,2,1009
10,7,25.15949125081825,0.8512857142857143,0.6866021156311035,8 11 17 24 31 4 9 18 27 32,100,200,0.8,0.05,3,2,1010
