run,m,SI,Eff,runtime_sec,best_seq_prefix,pop_size,generations,pc,pm,tour_k,elite,seed
1,7,9.441549509633317,0.9751428571428571,0.7719719409942627,7 10 1 2 3 4 5 8 6 9,100,200,0.8,0.05,3,2,1001
2,7,14.397420403867988,0.9751428571428571,0.6978702545166016,7 10 1 2 3 4 5 8 6 9,100,200,0.8,0.05,3,2,1002
3,7,12.346196638178553,0.9751428571428571,0.6976358890533447,7 10 22 25 1 2 3 4 5 8,100,200,0.8,0.05,3,2,1003
4,7,16.33576269591178,0.9751428571428571,0.6854219436645508,7 10 1 2 3 4 5 8 6 9,100,200,0.8,0.05,3,2,1004
5,7,11.237691679598363,0.9751428571428571,0.6898741722106934,7 10 22 25 1 2 3 4 5 8,100,200,0.8,0.05,3,2,1005
6,7,9.957050624700928,0.9751428571428571,0.6882669925689697,7 10 1 2 3 4 5 8 6 9,100,200,0.8,0.05,3,2,1006
7,7,8.071112509614592,0.9751428571428571,0.680980920791626,7 10 1 2 3 4 5 8 6 9,100,200,0.8,0.05,3,2,1007
8,7,15.47347961605829,0.9751428571428571,0.6875028610229492,7 10 22 25 1 2 3 4 5 8,100,200,0.8,0.05,3,2,1008
9,7,15.652475842498529,0.9751428571428571,0.696599006652832,7 10 1 2 3 4 5 8 6 9,100,200,0.8,0.05,3,2,1009
10,7,19.475259030003023,0.9751428571428571,0.7011489868164062,4 6 5 1 2 3 7 8 20 10,100,200,0.8,0.05,3,2,1010
