run,m,SI,Eff,runtime_sec,best_seq_prefix,pop_size,generations,pc,pm,tour_k,elite,seed
1,7,18.193405398660254,0.9575714285714285,0.7109439373016357,3 13 4 10 12 2 8 9 11 5,100,200,0.8,0.05,3,2,1001
2,7,14.257829929050013,0.9575714285714285,0.7120809555053711,2 8 17 23 28 4 10 3 9 16,100,200,0.8,0.05,3,2,1002
3,7,20.332943009524506,0.9575714285714285,0.7044260501861572,2 8 17 3 13 19 4 10 18 9,100,200,0.8,0.05,3,2,1003
4,7,16.151072498665307,0.9575714285714285,0.7017390727996826,2 4 3 8 17 23 28 13 19 25,100,200,0.8,0.05,3,2,1004
5,7,20.361027198337233,0.9575714285714285,0.707305908203125,2 8 17 3 13 19 4 10 18 9,100,200,0.8,0.05,3,2,1005
6,7,17.976174708286997,0.9575714285714285,0.7072839736938477,2 8 4 12 3 13 17 10 9 5,100,200,0.8,0.05,3,2,1006
7,7,20.138804050177075,0.9575714285714285,0.721869945526123,6 3 13 19 21 1 5 20 14 7,100,200,0.8,0.05,3,2,1007
8,7,15.82042079989386,0.9575714285714285,0.7101728916168213,2 3 4 8 17 23 28 13 19 25,100,200,0.8,0.05,3,2,1008
9,7,13.846092795958207,0.9575714285714285,0.7095270156860352,3 9 16 22 2 8 17 23 28 27,100,200,0.8,0.05,3,2,1009
10,7,9.433981132056603,0.9575714285714285,0.7275660037994385,4 10 18 24 29 34 42 3 13 19,100,200,0.8,0.05,3,2,1010
