run,m,SI,Eff,runtime_sec,best_seq_prefix,pop_size,generations,pc,pm,tour_k,elite,seed
1,8,25.196725977793225,0.936375,0.7069358825683594,2 10 18 5 13 20 11 16 25 30,100,200,0.8,0.05,3,2,1001
2,8,25.117225165212815,0.936375,0.6779119968414307,3 15 21 2 9 17 11 16 1 10,100,200,0.8,0.05,3,2,1002
3,8,26.040833319999575,0.936375,0.6898248195648193,5 3 2 7 4 1 6 8 13 12,100,200,0.8,0.05,3,2,1003
4,8,27.33358739719322,0.936375,0.6850049495697021,2 7 3 4 5 1 10 18 23 13,100,200,0.8,0.05,3,2,1004
5,8,16.82631867046384,0.936375,0.7009038925170898,2 5 3 1 4 10 18 23 6 8,100,200,0.8,0.05,3,2,1005
6,8,28.668362352949288,0.936375,0.7633578777313232,2 10 18 5 13 20 11 16 1 23,100,200,0.8,0.05,3,2,1006
7,8,27.773638580495714,0.936375,0.6936638355255127,2 3 4 5 7 1 10 18 13 20,100,200,0.8,0.05,3,2,1007
8,8,27.191450862357456,0.936375,0.7076678276062012,5 13 20 2 11 16 10 18 9 17,100,200,0.8,0.05,3,2,1008
9,8,20.263884129159443,0.936375,0.6979589462280273,5 13 20 2 11 16 10 18 9 17,100,200,0.8,0.05,3,2,1009
10,8,28.872564832380238,0.936375,0.7036070823669434,2 10 18 5 13 20 11 16 1 23,100,200,0.8,0.05,3,2,1010
