run,m,SI,Eff,runtime_sec,best_seq_prefix,pop_size,generations,pc,pm,tour_k,elite,seed
1,8,14.887074930959406,0.938875,0.7559230327606201,2 10 14 21 6 13 19 26 20 27,100,200,0.8,0.05,3,2,1001
2,8,21.985790865920652,0.938875,0.7488701343536377,2 10 3 8 16 6 13 20 23 11,100,200,0.8,0.05,3,2,1002
3,8,20.325476624177846,0.938875,0.8543791770935059,6 13 3 11 18 25 32 9 8 1,100,200,0.8,0.05,3,2,1003
4,8,22.369063458267537,0.938875,0.7565991878509521,1 6 13 20 27 30 3 2 10 14,100,200,0.8,0.05,3,2,1004
5,8,24.013017303121238,0.938875,0.7694041728973389,6 1 3 2 4 5 7 15 22 13,100,200,0.8,0.05,3,2,1005
6,8,15.560366319595435,0.938875,0.7583308219909668,4 3 8 16 12 5 6 1 13 7,100,200,0.8,0.05,3,2,1006
7,8,14.199471821162927,0.938875,0.7655761241912842,1 7 15 6 13 20 27 22 3 11,100,200,0.8,0.05,3,2,1007
8,8,21.745689227982634,0.938875,0.7598540782928467,6 13 3 8 11 18 25 16 20 23,100,200,0.8,0.05,3,2,1008
9,8,24.922379501163206,0.938875,0.7611439228057861,3 11 2 10 1 7 6 13 9 8,100,200,0.8,0.05,3,2,1009
10,8,18.63129088388671,0.938875,0.7672750949859619,3 11 18 25 32 6 13 20 27 30,100,200,0.8,0.05,3,2,1010
