run,m,SI,Eff,runtime_sec,best_seq_prefix,pop_size,generations,pc,pm,tour_k,elite,seed
1,7,11.224972160321824,0.9455714285714286,0.7311408519744873,3 9 4 13 1 7 2 8 5 10,100,200,0.8,0.05,3,2,1001
2,7,13.752921767495703,0.9455714285714286,0.7348008155822754,4 13 3 12 9 5 10 1 7 2,100,200,0.8,0.05,3,2,1002
3,7,23.27168727384047,0.9455714285714286,0.7280082702636719,4 13 3 9 1 7 2 8 5 10,100,200,0.8,0.05,3,2,1003
4,7,10.330260679880528,0.9455714285714286,0.7258729934692383,2 4 3 1 5 6 9 16 13 18,100,200,0.8,0.05,3,2,1004
5,7,10.281745265969475,0.9455714285714286,0.7447509765625,1 7 2 8 4 13 3 9 5 10,100,200,0.8,0.05,3,2,1005
6,7,15.094937656616633,0.9455714285714286,0.733421802520752,4 13 5 10 18 22 28 1 7 2,100,200,0.8,0.05,3,2,1006
7,7,14.653132283381794,0.9455714285714286,0.7348799705505371,6 5 2 4 3 1 10 17 8 15,100,200,0.8,0.05,3,2,1007
8,7,17.545858282145755,0.9455714285714286,0.7330567836761475,1 7 14 21 3 12 4 13 9 16,100,200,0.8,0.05,3,2,1008
9,7,13.093073414159543,0.9455714285714286,0.739844799041748,1 7 4 13 2 8 14 3 12 5,100,200,0.8,0.05,3,2,1009
10,7,13.32559299136172,0.9455714285714286,0.7413980960845947,3 4 2 1 5 12 13 9 16 24,100,200,0.8,0.05,3,2,1010
