run,m,SI,Eff,runtime_sec,best_seq_prefix,pop_size,generations,pc,pm,tour_k,elite,seed
1,12,65.01666453046224,0.9311666666666667,0.7102069854736328,3 10 8 12 15 25 5 26 1 9,100,200,0.8,0.05,3,2,1001
2,12,63.04495750388501,0.9311666666666667,0.7285130023956299,3 10 8 1 9 12 15 27 13 16,100,200,0.8,0.05,3,2,1002
3,12,69.07725144117032,0.9311666666666667,0.7310750484466553,5 3 10 8 12 15 1 9 14 18,100,200,0.8,0.05,3,2,1003
4,12,62.44063847634274,0.9311666666666667,0.7366821765899658,3 1 10 8 12 15 27 9 14 18,100,200,0.8,0.05,3,2,1004
5,12,53.592598991527424,0.9311666666666667,0.7130303382873535,1 3 10 8 12 15 9 13 16 5,100,200,0.8,0.05,3,2,1005
6,12,57.55721790821142,0.9311666666666667,0.730139970779419,1 5 11 3 9 13 16 23 8 12,100,200,0.8,0.05,3,2,1006
7,12,57.05260730238365,0.9311666666666667,0.7184438705444336,1 3 9 13 16 8 14 18 10 12,100,200,0.8,0.05,3,2,1007
8,12,62.64050872505214,0.9311666666666667,0.7332878112792969,3 5 10 8 12 15 1 9 14 18,100,200,0.8,0.05,3,2,1008
9,12,56.190153348547945,0.9311666666666667,0.7199461460113525,1 3 9 13 16 23 10 8 12 15,100,200,0.8,0.05,3,2,1009
10,12,63.50590523722971,0.9311666666666667,0.7980520725250244,5 3 10 8 12 15 26 27 1 9,100,200,0.8,0.05,3,2,1010
