run,m,SI,Eff,runtime_sec,best_seq_prefix,pop_size,generations,pc,pm,tour_k,elite,seed
1,12,53.008647093343804,0.9340833333333334,0.7462389469146729,2 3 6 11 19 1 7 4 5 13,100,200,0.8,0.05,3,2,1001
2,12,67.78212645429964,0.9340833333333334,0.7303941249847412,6 2 3 11 7 1 13 4 5 8,100,200,0.8,0.05,3,2,1002
3,12,50.557722786270084,0.9340833333333334,0.7175648212432861,6 13 18 27 5 8 7 9 4 15,100,200,0.8,0.05,3,2,1003
4,12,46.268239646651786,0.9340833333333334,0.7254688739776611,6 14 5 8 13 4 10 7 9 12,100,200,0.8,0.05,3,2,1004
5,12,50.62854925829892,0.9340833333333334,0.7356419563293457,4 10 17 28 33 7 41 45 2 5,100,200,0.8,0.05,3,2,1005
6,12,52.945726928620026,0.9340833333333334,0.731461763381958,4 10 17 28 33 41 45 6 13 18,100,200,0.8,0.05,3,2,1006
7,12,71.77104801612788,0.9340833333333334,0.7149491310119629,6 13 5 1 2 8 7 9 4 15,100,200,0.8,0.05,3,2,1007
8,12,72.94804086928357,0.9340833333333334,0.7389400005340576,6 14 7 9 3 2 13 4 15 10,100,200,0.8,0.05,3,2,1008
9,12,60.53442546738729,0.9340833333333334,0.7295849323272705,4 6 1 2 5 7 3 10 17 28,100,200,0.8,0.05,3,2,1009
10,12,59.56858791902546,0.9340833333333334,0.7277119159698486,6 13 18 5 7 4 1 2 8 9,100,200,0.8,0.05,3,2,1010
